customer_id,plan_price,daily_limit_gb,total_monthly_gb,used_data_gb,unused_data_gb,exhaustion_days,booster_count,booster_spend,total_monthly_spend,recharge_delay_days,actual_scenario,churn_risk_score,churn_risk_label
CUST_0634,389,2.0,60.0,20.9,39.1,0,0,0,389,1,1,0.6,Medium
CUST_0635,389,2.0,60.0,52.9,7.1,0,0,0,389,1,0,0.06,Low
CUST_0636,389,2.0,60.0,89.2,0.0,23,14,266,655,0,4,0.9,High
CUST_0637,389,2.0,60.0,68.4,0.0,14,4,76,465,0,3,0.82,High
CUST_0638,389,2.0,60.0,34.1,25.9,0,0,0,389,2,1,0.62,Medium
CUST_0639,389,2.0,60.0,32.3,27.7,0,0,0,389,1,1,0.66,High
CUST_0640,389,2.0,60.0,81.8,0.0,25,9,171,560,0,4,0.94,High
CUST_0641,389,2.0,60.0,60.0,0.0,18,0,0,389,2,2,0.87,High
CUST_0642,389,2.0,60.0,75.9,0.0,26,7,133,522,0,4,0.91,High
CUST_0643,389,2.0,60.0,47.4,12.6,2,0,0,389,1,0,0.05,Low
CUST_0644,389,2.0,60.0,54.7,5.3,0,0,0,389,0,0,0.1,Low
CUST_0645,389,2.0,60.0,71.5,0.0,13,5,95,484,0,3,0.81,High
CUST_0646,389,2.0,60.0,35.8,24.2,0,0,0,389,0,1,0.67,High
CUST_0647,389,2.0,60.0,67.0,0.0,13,3,57,446,0,3,0.85,High
CUST_0648,389,2.0,60.0,78.0,0.0,23,7,133,522,0,4,0.89,High
CUST_0649,389,2.0,60.0,45.4,14.6,0,0,0,389,0,0,0.05,Low
CUST_0650,389,2.0,60.0,52.5,7.5,0,0,0,389,1,0,0.04,Low
CUST_0651,389,2.0,60.0,70.9,0.0,9,5,95,484,0,3,0.87,High
CUST_0652,389,2.0,60.0,21.9,38.1,0,0,0,389,1,1,0.57,Medium
CUST_0653,389,2.0,60.0,50.5,9.5,1,0,0,389,1,0,0.05,Low
CUST_0654,389,2.0,60.0,60.0,0.0,14,0,0,389,4,2,0.84,High
CUST_0655,389,2.0,60.0,60.0,0.0,12,0,0,389,4,2,0.86,High
CUST_0656,389,2.0,60.0,49.8,10.2,1,0,0,389,1,0,0.05,Low
CUST_0657,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
CUST_0658,389,2.0,60.0,46.5,13.5,2,0,0,389,0,0,0.03,Low
CUST_0659,389,2.0,60.0,60.0,0.0,18,0,0,389,2,2,0.87,High
CUST_0660,389,2.0,60.0,45.3,14.7,2,0,0,389,0,0,0.05,Low
CUST_0661,389,2.0,60.0,66.3,0.0,14,5,95,484,0,3,0.81,High
CUST_0662,389,2.0,60.0,40.5,19.5,0,0,0,389,1,1,0.68,High
CUST_0663,389,2.0,60.0,60.0,0.0,13,0,0,389,5,2,0.84,High
CUST_0664,389,2.0,60.0,47.9,12.1,1,0,0,389,0,0,0.05,Low
CUST_0665,389,2.0,60.0,85.8,0.0,25,13,247,636,0,4,0.86,High
CUST_0666,389,2.0,60.0,87.4,0.0,28,9,171,560,0,4,0.93,High
CUST_0667,389,2.0,60.0,22.6,37.4,0,0,0,389,0,1,0.57,Medium
CUST_0668,389,2.0,60.0,47.8,12.2,1,0,0,389,0,0,0.05,Low
CUST_0669,389,2.0,60.0,65.0,0.0,12,6,114,503,0,3,0.86,High
CUST_0670,389,2.0,60.0,46.0,14.0,0,0,0,389,0,0,0.05,Low
CUST_0671,389,2.0,60.0,67.2,0.0,11,4,76,465,0,3,0.85,High
CUST_0672,389,2.0,60.0,42.7,17.3,0,0,0,389,2,1,0.67,High
CUST_0673,389,2.0,60.0,60.0,0.0,21,0,0,389,2,2,0.8,High
CUST_0674,389,2.0,60.0,60.0,0.0,19,0,0,389,4,2,0.87,High
CUST_0675,389,2.0,60.0,52.1,7.9,0,0,0,389,0,0,0.05,Low
CUST_0676,389,2.0,60.0,71.7,0.0,14,3,57,446,0,3,0.82,High
CUST_0677,389,2.0,60.0,52.8,7.2,0,0,0,389,1,0,0.06,Low
CUST_0678,389,2.0,60.0,29.6,30.4,0,0,0,389,0,1,0.64,Medium
CUST_0679,389,2.0,60.0,51.3,8.7,2,0,0,389,1,0,0.04,Low
CUST_0680,389,2.0,60.0,77.8,0.0,26,11,209,598,0,4,0.81,High
CUST_0681,389,2.0,60.0,67.6,0.0,13,5,95,484,0,3,0.82,High
CUST_0682,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0683,389,2.0,60.0,48.9,11.1,2,0,0,389,1,0,0.04,Low
CUST_0684,389,2.0,60.0,51.4,8.6,0,0,0,389,1,0,0.05,Low
CUST_0685,389,2.0,60.0,53.9,6.1,2,0,0,389,0,0,0.04,Low
CUST_0686,389,2.0,60.0,70.5,0.0,12,6,114,503,0,3,0.85,High
CUST_0687,389,2.0,60.0,60.0,0.0,16,0,0,389,3,2,0.86,High
CUST_0688,389,2.0,60.0,46.2,13.8,1,0,0,389,0,0,0.04,Low
CUST_0689,389,2.0,60.0,33.3,26.7,0,0,0,389,1,1,0.66,High
CUST_0690,389,2.0,60.0,71.1,0.0,9,6,114,503,0,3,0.92,High
CUST_0691,389,2.0,60.0,68.2,0.0,14,3,57,446,0,3,0.82,High
CUST_0692,389,2.0,60.0,76.9,0.0,26,8,152,541,0,4,0.9,High
CUST_0693,389,2.0,60.0,65.8,0.0,13,5,95,484,0,3,0.82,High
CUST_0694,389,2.0,60.0,52.7,7.3,1,0,0,389,0,0,0.05,Low
CUST_0695,389,2.0,60.0,45.0,15.0,2,0,0,389,0,0,0.05,Low
CUST_0696,389,2.0,60.0,87.7,0.0,22,14,266,655,0,4,0.9,High
CUST_0697,389,2.0,60.0,70.5,0.0,12,4,76,465,0,3,0.81,High
CUST_0698,389,2.0,60.0,85.7,0.0,26,8,152,541,0,4,0.89,High
CUST_0699,389,2.0,60.0,21.5,38.5,0,0,0,389,1,1,0.58,Medium
CUST_0700,389,2.0,60.0,78.6,0.0,29,14,266,655,0,4,0.89,High
CUST_0701,389,2.0,60.0,60.0,0.0,17,0,0,389,2,2,0.85,High
CUST_0702,389,2.0,60.0,69.3,0.0,8,4,76,465,0,3,0.88,High
CUST_0703,389,2.0,60.0,47.8,12.2,0,0,0,389,0,0,0.05,Low
CUST_0704,389,2.0,60.0,77.5,0.0,24,9,171,560,0,4,0.93,High
CUST_0705,389,2.0,60.0,80.1,0.0,27,10,190,579,0,4,0.77,High
CUST_0706,389,2.0,60.0,51.9,8.1,1,0,0,389,0,0,0.05,Low
CUST_0707,389,2.0,60.0,25.8,34.2,0,0,0,389,1,1,0.59,Medium
CUST_0708,389,2.0,60.0,52.6,7.4,0,0,0,389,1,0,0.04,Low
CUST_0709,389,2.0,60.0,47.7,12.3,1,0,0,389,1,0,0.05,Low
CUST_0710,389,2.0,60.0,30.8,29.2,0,0,0,389,1,1,0.68,High
CUST_0711,389,2.0,60.0,82.2,0.0,26,9,171,560,0,4,0.94,High
CUST_0712,389,2.0,60.0,54.9,5.1,1,0,0,389,0,0,0.1,Low
CUST_0713,389,2.0,60.0,60.0,0.0,20,0,0,389,5,2,0.91,High
CUST_0714,389,2.0,60.0,30.2,29.8,0,0,0,389,2,1,0.63,Medium
CUST_0715,389,2.0,60.0,60.0,0.0,16,0,0,389,2,2,0.86,High
CUST_0716,389,2.0,60.0,47.1,12.9,1,0,0,389,1,0,0.04,Low
CUST_0717,389,2.0,60.0,70.1,0.0,12,4,76,465,0,3,0.78,High
CUST_0718,389,2.0,60.0,54.5,5.5,1,0,0,389,0,0,0.07,Low
CUST_0719,389,2.0,60.0,86.6,0.0,25,13,247,636,0,4,0.87,High
CUST_0720,389,2.0,60.0,39.5,20.5,0,0,0,389,1,1,0.69,High
CUST_0721,389,2.0,60.0,20.3,39.7,0,0,0,389,1,1,0.64,Medium
CUST_0722,389,2.0,60.0,50.5,9.5,2,0,0,389,0,0,0.04,Low
CUST_0723,389,2.0,60.0,66.2,0.0,14,6,114,503,0,3,0.85,High
CUST_0724,389,2.0,60.0,47.5,12.5,0,0,0,389,0,0,0.06,Low
CUST_0725,389,2.0,60.0,54.0,6.0,1,0,0,389,1,0,0.05,Low
CUST_0726,389,2.0,60.0,82.4,0.0,22,11,209,598,0,4,0.83,High
CUST_0727,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0728,389,2.0,60.0,49.4,10.6,1,0,0,389,1,0,0.05,Low
CUST_0729,389,2.0,60.0,80.8,0.0,26,9,171,560,0,4,0.94,High
CUST_0730,389,2.0,60.0,71.3,0.0,9,3,57,446,0,3,0.87,High
CUST_0731,389,2.0,60.0,53.4,6.6,0,0,0,389,0,0,0.05,Low
CUST_0732,389,2.0,60.0,77.2,0.0,29,11,209,598,0,4,0.75,High
CUST_0733,389,2.0,60.0,38.0,22.0,0,0,0,389,2,1,0.55,Medium
CUST_0734,389,2.0,60.0,53.4,6.6,0,0,0,389,1,0,0.04,Low
CUST_0735,389,2.0,60.0,87.7,0.0,26,11,209,598,0,4,0.72,High
CUST_0736,389,2.0,60.0,71.2,0.0,9,6,114,503,0,3,0.92,High
CUST_0737,389,2.0,60.0,48.0,12.0,2,0,0,389,1,0,0.05,Low
CUST_0738,389,2.0,60.0,45.7,14.3,2,0,0,389,0,0,0.04,Low
CUST_0739,389,2.0,60.0,40.3,19.7,0,0,0,389,2,1,0.54,Medium
CUST_0740,389,2.0,60.0,60.0,0.0,19,0,0,389,5,2,0.92,High
CUST_0741,389,2.0,60.0,53.8,6.2,2,0,0,389,0,0,0.04,Low
CUST_0742,389,2.0,60.0,20.9,39.1,0,0,0,389,1,1,0.6,Medium
CUST_0743,389,2.0,60.0,34.8,25.2,0,0,0,389,1,1,0.66,High
CUST_0744,389,2.0,60.0,66.4,0.0,14,4,76,465,0,3,0.83,High
CUST_0745,389,2.0,60.0,42.1,17.9,0,0,0,389,1,1,0.61,Medium
CUST_0746,389,2.0,60.0,78.4,0.0,28,10,190,579,0,4,0.82,High
CUST_0747,389,2.0,60.0,68.0,0.0,9,4,76,465,0,3,0.9,High
CUST_0748,389,2.0,60.0,70.7,0.0,13,3,57,446,0,3,0.8,High
CUST_0749,389,2.0,60.0,87.1,0.0,28,14,266,655,0,4,0.89,High
CUST_0750,389,2.0,60.0,50.9,9.1,0,0,0,389,1,0,0.05,Low
CUST_0751,389,2.0,60.0,37.7,22.3,0,0,0,389,2,1,0.56,Medium
CUST_0752,389,2.0,60.0,26.7,33.3,0,0,0,389,1,1,0.62,Medium
CUST_0753,389,2.0,60.0,54.5,5.5,2,0,0,389,0,0,0.05,Low
CUST_0754,389,2.0,60.0,60.0,0.0,12,0,0,389,2,2,0.88,High
CUST_0755,389,2.0,60.0,54.7,5.3,2,0,0,389,1,0,0.04,Low
CUST_0756,389,2.0,60.0,46.0,14.0,1,0,0,389,0,0,0.06,Low
CUST_0757,389,2.0,60.0,53.5,6.5,0,0,0,389,0,0,0.05,Low
CUST_0758,389,2.0,60.0,46.4,13.6,1,0,0,389,1,0,0.04,Low
CUST_0759,389,2.0,60.0,46.2,13.8,0,0,0,389,1,0,0.04,Low
CUST_0760,389,2.0,60.0,33.7,26.3,0,0,0,389,0,1,0.65,High
CUST_0761,389,2.0,60.0,52.9,7.1,1,0,0,389,0,0,0.06,Low
CUST_0762,389,2.0,60.0,65.1,0.0,9,3,57,446,0,3,0.88,High
CUST_0763,389,2.0,60.0,25.9,34.1,0,0,0,389,2,1,0.55,Medium
CUST_0764,389,2.0,60.0,68.7,0.0,10,3,57,446,0,3,0.87,High
CUST_0765,389,2.0,60.0,71.0,0.0,12,6,114,503,0,3,0.86,High
CUST_0766,389,2.0,60.0,60.0,0.0,21,0,0,389,2,2,0.8,High
CUST_0767,389,2.0,60.0,47.9,12.1,1,0,0,389,0,0,0.05,Low
CUST_0768,389,2.0,60.0,48.1,11.9,2,0,0,389,0,0,0.05,Low
CUST_0769,389,2.0,60.0,84.4,0.0,25,14,266,655,0,4,0.92,High
CUST_0770,389,2.0,60.0,45.2,14.8,0,0,0,389,0,0,0.11,Low
CUST_0771,389,2.0,60.0,43.4,16.6,0,0,0,389,0,1,0.58,Medium
CUST_0772,389,2.0,60.0,21.7,38.3,0,0,0,389,2,1,0.64,Medium
CUST_0773,389,2.0,60.0,48.3,11.7,1,0,0,389,0,0,0.05,Low
CUST_0774,389,2.0,60.0,48.8,11.2,0,0,0,389,0,0,0.05,Low
CUST_0775,389,2.0,60.0,65.8,0.0,14,5,95,484,0,3,0.82,High
CUST_0776,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0777,389,2.0,60.0,88.7,0.0,29,8,152,541,0,4,0.8,High
CUST_0778,389,2.0,60.0,76.5,0.0,23,11,209,598,0,4,0.84,High
CUST_0779,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0780,389,2.0,60.0,50.2,9.8,2,0,0,389,0,0,0.04,Low
CUST_0781,389,2.0,60.0,38.5,21.5,0,0,0,389,1,1,0.7,High
CUST_0782,389,2.0,60.0,60.0,0.0,17,0,0,389,3,2,0.84,High
CUST_0783,389,2.0,60.0,45.8,14.2,1,0,0,389,1,0,0.05,Low
CUST_0784,389,2.0,60.0,51.0,9.0,2,0,0,389,0,0,0.05,Low
CUST_0785,389,2.0,60.0,60.0,0.0,17,0,0,389,4,2,0.85,High
CUST_0786,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0787,389,2.0,60.0,60.0,0.0,15,0,0,389,4,2,0.88,High
CUST_0788,389,2.0,60.0,89.2,0.0,23,7,133,522,0,4,0.87,High
CUST_0789,389,2.0,60.0,86.0,0.0,29,11,209,598,0,4,0.73,High
CUST_0790,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0791,389,2.0,60.0,20.4,39.6,0,0,0,389,2,1,0.65,High
CUST_0792,389,2.0,60.0,43.9,16.1,0,0,0,389,0,1,0.54,Medium
CUST_0793,389,2.0,60.0,51.7,8.3,1,0,0,389,0,0,0.06,Low
CUST_0794,389,2.0,60.0,67.3,0.0,11,5,95,484,0,3,0.85,High
CUST_0795,389,2.0,60.0,71.0,0.0,11,3,57,446,0,3,0.81,High
CUST_0796,389,2.0,60.0,44.9,15.1,0,0,0,389,0,1,0.16,Low
CUST_0797,389,2.0,60.0,60.0,0.0,13,0,0,389,5,2,0.84,High
CUST_0798,389,2.0,60.0,60.0,0.0,16,0,0,389,4,2,0.87,High
CUST_0799,389,2.0,60.0,75.4,0.0,22,7,133,522,0,4,0.86,High
CUST_0800,389,2.0,60.0,54.1,5.9,2,0,0,389,0,0,0.06,Low
CUST_0801,389,2.0,60.0,51.0,9.0,1,0,0,389,1,0,0.05,Low
CUST_0802,389,2.0,60.0,70.6,0.0,10,6,114,503,0,3,0.89,High
CUST_0803,389,2.0,60.0,25.0,35.0,0,0,0,389,1,1,0.56,Medium
CUST_0804,389,2.0,60.0,54.9,5.1,2,0,0,389,1,0,0.04,Low
CUST_0805,389,2.0,60.0,83.8,0.0,22,13,247,636,0,4,0.88,High
CUST_0806,389,2.0,60.0,54.0,6.0,0,0,0,389,1,0,0.04,Low
CUST_0807,389,2.0,60.0,35.8,24.2,0,0,0,389,2,1,0.6,Medium
CUST_0808,389,2.0,60.0,68.5,0.0,9,6,114,503,0,3,0.9,High
CUST_0809,389,2.0,60.0,67.9,0.0,14,4,76,465,0,3,0.83,High
CUST_0810,389,2.0,60.0,60.0,0.0,15,0,0,389,3,2,0.86,High
CUST_0811,389,2.0,60.0,49.9,10.1,2,0,0,389,0,0,0.04,Low
CUST_0812,389,2.0,60.0,36.4,23.6,0,0,0,389,0,1,0.67,High
CUST_0813,389,2.0,60.0,50.2,9.8,0,0,0,389,1,0,0.05,Low
CUST_0814,389,2.0,60.0,70.0,0.0,14,6,114,503,0,3,0.83,High
CUST_0815,389,2.0,60.0,65.1,0.0,11,6,114,503,0,3,0.88,High
CUST_0816,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0817,389,2.0,60.0,53.7,6.3,0,0,0,389,0,0,0.05,Low
CUST_0818,389,2.0,60.0,70.5,0.0,13,4,76,465,0,3,0.8,High
CUST_0819,389,2.0,60.0,47.3,12.7,0,0,0,389,0,0,0.05,Low
CUST_0820,389,2.0,60.0,53.3,6.7,2,0,0,389,1,0,0.04,Low
CUST_0821,389,2.0,60.0,71.2,0.0,11,5,95,484,0,3,0.85,High
CUST_0822,389,2.0,60.0,20.3,39.7,0,0,0,389,0,1,0.64,Medium
CUST_0823,389,2.0,60.0,60.0,0.0,15,0,0,389,4,2,0.88,High
CUST_0824,389,2.0,60.0,38.5,21.5,0,0,0,389,0,1,0.7,High
CUST_0825,389,2.0,60.0,68.6,0.0,13,4,76,465,0,3,0.8,High
CUST_0826,389,2.0,60.0,46.7,13.3,1,0,0,389,0,0,0.04,Low
CUST_0827,389,2.0,60.0,46.1,13.9,1,0,0,389,0,0,0.07,Low
CUST_0828,389,2.0,60.0,46.7,13.3,2,0,0,389,1,0,0.04,Low
CUST_0829,389,2.0,60.0,52.5,7.5,2,0,0,389,0,0,0.04,Low
CUST_0830,389,2.0,60.0,71.1,0.0,10,4,76,465,0,3,0.87,High
CUST_0831,389,2.0,60.0,66.4,0.0,9,5,95,484,0,3,0.88,High
CUST_0832,389,2.0,60.0,60.0,0.0,12,0,0,389,2,2,0.88,High
CUST_0833,389,2.0,60.0,46.4,13.6,1,0,0,389,0,0,0.04,Low
CUST_0834,389,2.0,60.0,54.0,6.0,2,0,0,389,1,0,0.04,Low
CUST_0835,389,2.0,60.0,20.5,39.5,0,0,0,389,0,1,0.64,Medium
CUST_0836,389,2.0,60.0,60.0,0.0,14,0,0,389,4,2,0.84,High
CUST_0837,389,2.0,60.0,52.1,7.9,0,0,0,389,1,0,0.04,Low
CUST_0838,389,2.0,60.0,40.9,19.1,0,0,0,389,0,1,0.7,High
CUST_0839,389,2.0,60.0,46.3,13.7,1,0,0,389,0,0,0.04,Low
CUST_0840,389,2.0,60.0,40.5,19.5,0,0,0,389,0,1,0.7,High
CUST_0841,389,2.0,60.0,21.9,38.1,0,0,0,389,1,1,0.57,Medium
CUST_0842,389,2.0,60.0,47.8,12.2,1,0,0,389,1,0,0.05,Low
CUST_0843,389,2.0,60.0,24.5,35.5,0,0,0,389,2,1,0.55,Medium
CUST_0844,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0845,389,2.0,60.0,78.5,0.0,26,9,171,560,0,4,0.94,High
CUST_0846,389,2.0,60.0,21.8,38.2,0,0,0,389,1,1,0.58,Medium
CUST_0847,389,2.0,60.0,48.7,11.3,2,0,0,389,1,0,0.04,Low
CUST_0848,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0849,389,2.0,60.0,51.3,8.7,1,0,0,389,0,0,0.06,Low
CUST_0850,389,2.0,60.0,50.8,9.2,0,0,0,389,1,0,0.05,Low
CUST_0851,389,2.0,60.0,28.8,31.2,0,0,0,389,1,1,0.67,High
CUST_0852,389,2.0,60.0,47.1,12.9,0,0,0,389,0,0,0.05,Low
CUST_0853,389,2.0,60.0,53.9,6.1,0,0,0,389,1,0,0.04,Low
CUST_0854,389,2.0,60.0,69.2,0.0,9,6,114,503,0,3,0.9,High
CUST_0855,389,2.0,60.0,39.0,21.0,0,0,0,389,1,1,0.7,High
CUST_0856,389,2.0,60.0,67.7,0.0,10,3,57,446,0,3,0.88,High
CUST_0857,389,2.0,60.0,49.2,10.8,1,0,0,389,1,0,0.05,Low
CUST_0858,389,2.0,60.0,60.0,0.0,21,0,0,389,3,2,0.85,High
CUST_0859,389,2.0,60.0,31.3,28.7,0,0,0,389,1,1,0.68,High
CUST_0860,389,2.0,60.0,51.9,8.1,2,0,0,389,0,0,0.04,Low
CUST_0861,389,2.0,60.0,60.0,0.0,12,0,0,389,3,2,0.88,High
CUST_0862,389,2.0,60.0,51.9,8.1,0,0,0,389,0,0,0.05,Low
CUST_0863,389,2.0,60.0,51.6,8.4,2,0,0,389,0,0,0.05,Low
CUST_0864,389,2.0,60.0,66.3,0.0,11,4,76,465,0,3,0.85,High
CUST_0865,389,2.0,60.0,49.3,10.7,0,0,0,389,0,0,0.05,Low
CUST_0866,389,2.0,60.0,53.8,6.2,2,0,0,389,0,0,0.04,Low
CUST_0867,389,2.0,60.0,51.7,8.3,1,0,0,389,0,0,0.06,Low
CUST_0868,389,2.0,60.0,79.9,0.0,26,13,247,636,0,4,0.85,High
CUST_0869,389,2.0,60.0,70.9,0.0,10,3,57,446,0,3,0.83,High
CUST_0870,389,2.0,60.0,45.9,14.1,2,0,0,389,0,0,0.05,Low
CUST_0871,389,2.0,60.0,71.0,0.0,12,5,95,484,0,3,0.83,High
CUST_0872,389,2.0,60.0,49.1,10.9,0,0,0,389,0,0,0.05,Low
CUST_0873,389,2.0,60.0,52.8,7.2,2,0,0,389,1,0,0.06,Low
CUST_0874,389,2.0,60.0,60.0,0.0,14,0,0,389,3,2,0.85,High
CUST_0875,389,2.0,60.0,69.4,0.0,11,6,114,503,0,3,0.87,High
CUST_0876,389,2.0,60.0,20.1,39.9,0,0,0,389,2,1,0.38,Medium
CUST_0877,389,2.0,60.0,83.8,0.0,22,10,190,579,0,4,0.83,High
CUST_0878,389,2.0,60.0,68.1,0.0,9,3,57,446,0,3,0.87,High
CUST_0879,389,2.0,60.0,51.0,9.0,2,0,0,389,1,0,0.04,Low
CUST_0880,389,2.0,60.0,60.0,0.0,16,0,0,389,4,2,0.87,High
CUST_0881,389,2.0,60.0,41.5,18.5,0,0,0,389,1,1,0.64,Medium
CUST_0882,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
CUST_0883,389,2.0,60.0,54.4,5.6,0,0,0,389,1,0,0.06,Low
CUST_0884,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0885,389,2.0,60.0,60.0,0.0,12,0,0,389,5,2,0.9,High
CUST_0886,389,2.0,60.0,25.1,34.9,0,0,0,389,1,1,0.57,Medium
CUST_0887,389,2.0,60.0,60.0,0.0,13,0,0,389,5,2,0.84,High
CUST_0888,389,2.0,60.0,46.7,13.3,2,0,0,389,1,0,0.04,Low
CUST_0889,389,2.0,60.0,60.0,0.0,17,0,0,389,4,2,0.85,High
CUST_0890,389,2.0,60.0,88.2,0.0,23,11,209,598,0,4,0.73,High
CUST_0891,389,2.0,60.0,60.0,0.0,17,0,0,389,3,2,0.84,High
CUST_0892,389,2.0,60.0,50.9,9.1,0,0,0,389,1,0,0.05,Low
CUST_0893,389,2.0,60.0,84.2,0.0,28,14,266,655,0,4,0.87,High
CUST_0894,389,2.0,60.0,60.0,0.0,19,0,0,389,5,2,0.92,High
CUST_0895,389,2.0,60.0,71.2,0.0,8,5,95,484,0,3,0.88,High
CUST_0896,389,2.0,60.0,51.9,8.1,2,0,0,389,0,0,0.04,Low
CUST_0897,389,2.0,60.0,86.6,0.0,27,10,190,579,0,4,0.77,High
CUST_0898,389,2.0,60.0,29.9,30.1,0,0,0,389,0,1,0.65,High
CUST_0899,389,2.0,60.0,76.3,0.0,24,8,152,541,0,4,0.88,High
CUST_0900,389,2.0,60.0,47.3,12.7,1,0,0,389,1,0,0.04,Low
CUST_0901,389,2.0,60.0,49.4,10.6,2,0,0,389,0,0,0.04,Low
CUST_0902,389,2.0,60.0,81.6,0.0,29,13,247,636,0,4,0.83,High
CUST_0903,389,2.0,60.0,48.0,12.0,1,0,0,389,1,0,0.05,Low
CUST_0904,389,2.0,60.0,48.6,11.4,0,0,0,389,0,0,0.05,Low
CUST_0905,389,2.0,60.0,53.1,6.9,2,0,0,389,1,0,0.04,Low
CUST_0906,389,2.0,60.0,77.3,0.0,28,12,228,617,0,4,0.85,High
CUST_0907,389,2.0,60.0,50.6,9.4,1,0,0,389,0,0,0.06,Low
CUST_0908,389,2.0,60.0,67.1,0.0,10,6,114,503,0,3,0.87,High
CUST_0909,389,2.0,60.0,22.1,37.9,0,0,0,389,2,1,0.61,Medium
CUST_0910,389,2.0,60.0,52.2,7.8,0,0,0,389,1,0,0.04,Low
CUST_0911,389,2.0,60.0,48.5,11.5,1,0,0,389,0,0,0.05,Low
CUST_0912,389,2.0,60.0,60.0,0.0,21,0,0,389,4,2,0.88,High
CUST_0913,389,2.0,60.0,50.6,9.4,0,0,0,389,1,0,0.05,Low
CUST_0914,389,2.0,60.0,49.9,10.1,0,0,0,389,0,0,0.06,Low
CUST_0915,389,2.0,60.0,60.0,0.0,18,0,0,389,2,2,0.87,High
CUST_0916,389,2.0,60.0,28.2,31.8,0,0,0,389,2,1,0.63,Medium
CUST_0917,389,2.0,60.0,47.0,13.0,0,0,0,389,0,0,0.05,Low
CUST_0918,389,2.0,60.0,60.0,0.0,20,0,0,389,5,2,0.91,High
CUST_0919,389,2.0,60.0,60.0,0.0,15,0,0,389,5,2,0.9,High
CUST_0920,389,2.0,60.0,51.6,8.4,1,0,0,389,0,0,0.07,Low
CUST_0921,389,2.0,60.0,47.8,12.2,2,0,0,389,0,0,0.04,Low
CUST_0922,389,2.0,60.0,84.1,0.0,27,14,266,655,0,4,0.82,High
CUST_0923,389,2.0,60.0,52.9,7.1,2,0,0,389,1,0,0.05,Low
CUST_0924,389,2.0,60.0,50.6,9.4,2,0,0,389,0,0,0.05,Low
CUST_0925,389,2.0,60.0,51.7,8.3,0,0,0,389,0,0,0.07,Low
CUST_0926,389,2.0,60.0,78.7,0.0,27,10,190,579,0,4,0.8,High
CUST_0927,389,2.0,60.0,86.9,0.0,25,10,190,579,0,4,0.83,High
CUST_0928,389,2.0,60.0,49.6,10.4,2,0,0,389,0,0,0.04,Low
CUST_0929,389,2.0,60.0,43.0,17.0,0,0,0,389,0,1,0.68,High
CUST_0930,389,2.0,60.0,60.0,0.0,21,0,0,389,4,2,0.88,High
CUST_0931,389,2.0,60.0,31.7,28.3,0,0,0,389,0,1,0.64,Medium
CUST_0932,389,2.0,60.0,60.0,0.0,17,0,0,389,3,2,0.84,High
CUST_0933,389,2.0,60.0,71.5,0.0,9,3,57,446,0,3,0.87,High
CUST_0934,389,2.0,60.0,36.9,23.1,0,0,0,389,1,1,0.68,High
CUST_0935,389,2.0,60.0,50.1,9.9,2,0,0,389,0,0,0.04,Low
CUST_0936,389,2.0,60.0,65.9,0.0,11,4,76,465,0,3,0.86,High
CUST_0937,389,2.0,60.0,41.0,19.0,0,0,0,389,0,1,0.7,High
CUST_0938,389,2.0,60.0,66.5,0.0,14,6,114,503,0,3,0.85,High
CUST_0939,389,2.0,60.0,51.1,8.9,2,0,0,389,1,0,0.04,Low
CUST_0940,389,2.0,60.0,60.0,0.0,21,0,0,389,3,2,0.85,High
CUST_0941,389,2.0,60.0,60.0,0.0,12,0,0,389,2,2,0.88,High
CUST_0942,389,2.0,60.0,60.0,0.0,16,0,0,389,5,2,0.89,High
CUST_0943,389,2.0,60.0,45.7,14.3,0,0,0,389,0,0,0.05,Low
CUST_0944,389,2.0,60.0,39.4,20.6,0,0,0,389,2,1,0.5,Medium
CUST_0945,389,2.0,60.0,48.3,11.7,1,0,0,389,0,0,0.05,Low
CUST_0946,389,2.0,60.0,60.0,0.0,12,0,0,389,3,2,0.88,High
CUST_0947,389,2.0,60.0,53.5,6.5,2,0,0,389,0,0,0.05,Low
CUST_0948,389,2.0,60.0,66.9,0.0,10,6,114,503,0,3,0.87,High
CUST_0949,389,2.0,60.0,52.2,7.8,0,0,0,389,1,0,0.04,Low
CUST_0950,389,2.0,60.0,79.7,0.0,24,12,228,617,0,4,0.88,High
CUST_0951,389,2.0,60.0,26.5,33.5,0,0,0,389,1,1,0.6,Medium
